loss,val_loss,recon_loss,recon_loss_source,recon_loss_target
9.747782345576388,9.788081188724465,9.747782345576388,9.742578700412668,9.474553113319093
9.734778003955107,9.750513272742703,9.734778003955107,9.729660458521012,9.434460047188155
9.72853051923466,9.878656119516451,9.72853051923466,9.72344167443955,9.434948060490669
9.72483871325805,9.714592979378896,9.72483871325805,9.719832956244092,9.478276084322449
9.730162337650217,9.7779018976917,9.730162337650217,9.725241007061179,9.532778805548991
9.714255323468363,9.751426729437423,9.714255323468363,9.709362459474383,9.326106641999807
9.705607134996933,9.704967583695502,9.705607134996933,9.700649250537976,9.51355458035017
9.697763407266832,9.824709193347251,9.697763407266832,9.692890549289341,9.413971815998766
9.701453197986707,9.759249340997984,9.701453197986707,9.696566502253214,9.400575277273079
9.687025737324985,9.664436823701205,9.687025737324985,9.682217365375717,9.36935280514055
9.683537074914401,9.725764006784518,9.683537074914401,9.678801876324762,9.477161847123313
9.67776437053622,9.652721137216647,9.67776437053622,9.673037649294653,9.34151146098379
9.67418119885506,9.799002510227568,9.67418119885506,9.669439592128136,9.225707717627197
9.669487391772256,9.66532971760998,9.669487391772256,9.664816731706672,9.420925897560354
9.665010729331854,9.678499208737726,9.665010729331854,9.660330448675593,9.395677445860812
9.659711928178046,9.83882606192811,9.659711928178046,9.655086730233755,9.550668919487466
9.657481561013318,9.721058368682861,9.657481561013318,9.652840214038115,9.364782978635315
9.655029597996936,9.778920278157273,9.655029597996936,9.65044091892534,9.38445249609991
9.661181519884583,9.79505353431179,9.661181519884583,9.656659671655124,9.334694532808543
9.64746305993573,9.768620014190674,9.64746305993573,9.642936537389726,9.320937902190998
9.63921024894131,10.061065007562506,9.63921024894131,9.634614771659221,9.290427765715012
9.64962155884559,9.6768189913606,9.64962155884559,9.645043222911497,9.31734629326275
9.637963907434306,9.658704202469082,9.637963907434306,9.633457298307974,9.279293941430725
9.63031940868506,9.691072313752892,9.63031940868506,9.625805727203323,9.363842767312986
9.631409077833917,9.753826304657819,9.631409077833917,9.626920996820525,9.340717538416568
9.630270876286591,9.62537534269568,9.630270876286591,9.625757132101496,9.451473020267779
9.62312465778549,9.624667716352906,9.62312465778549,9.61861527877481,9.312905330176747
9.619745863322454,9.63867606202217,9.619745863322454,9.615299433378635,9.189136907959568
9.61396970223943,9.614465119087534,9.61396970223943,9.60954462643428,9.205352861217767
9.611259664599684,9.762582138793109,9.611259664599684,9.606766399622693,9.451074913736512
9.629465572695484,9.577708361900015,9.629465572695484,9.625095870516716,9.313014225857703
9.609084555862147,9.646075340166483,9.609084555862147,9.60472922806346,9.318800009354174
9.605446220537939,9.62539861626821,9.605446220537939,9.601077131539673,9.332237863394827
9.600707151838764,9.749191571588385,9.600707151838764,9.596383339768156,9.258397011217356
9.596782044168641,9.601045484412206,9.596782044168641,9.592480927796903,9.33395145136282
9.600902557373047,9.680538889479964,9.600902557373047,9.596527376670721,9.199518177851989
9.597128505735952,9.783876549707701,9.597128505735952,9.592780641824097,9.241661829685945
9.59564722568617,9.643711005171685,9.59564722568617,9.59120224739798,9.339937536723752
9.589570945191456,9.60957137852499,9.589570945191456,9.585271467127201,9.257513275204813
9.590577132111296,9.660967637414801,9.590577132111296,9.586262890322857,9.299957069052834
9.583135960663496,9.648391161879449,9.583135960663496,9.578754153820352,9.333768540930675
9.586254052065929,9.59105151320157,9.586254052065929,9.581909499037156,9.298319206325287
9.584504562051288,9.655984101230151,9.584504562051288,9.580188569672611,9.226916212918926
9.57739128541509,9.626973857618358,9.57739128541509,9.573113827165843,9.328884439001754
9.576719171045752,9.59956222690948,9.576719171045752,9.572377426544096,9.163409365791065
9.576180757003458,9.554824463308673,9.576180757003458,9.571929652391953,9.256328905029763
9.571754405257899,9.70777657913835,9.571754405257899,9.567451895559236,9.198380417780045
9.580183822445184,9.808493555408635,9.580183822445184,9.575893266485371,9.271420343206563
9.570132855610746,9.59253898385453,9.570132855610746,9.56581725111795,9.233915678587165
9.565815937263885,9.648742257732234,9.565815937263885,9.561560162710487,9.279163902323544
9.563029938152441,9.59406422915524,9.563029938152441,9.558802776015861,9.187035861729846
9.5658866914405,9.655061617289505,9.5658866914405,9.561644910672388,9.395748798271203
9.561280211177442,9.718414051892006,9.561280211177442,9.556994923028741,9.162846922145341
9.560763754246796,9.63438130731452,9.560763754246796,9.55647010832387,9.225071324120968
9.561310514397578,9.609512936579039,9.561310514397578,9.557090144638622,9.187337775478305
9.560876553940846,9.870563938193126,9.560876553940846,9.556626327176343,9.097875301991033
9.552784011998307,9.58635995812612,9.552784011998307,9.548505105009866,9.134117923745322
9.55074678867235,9.618872172211947,9.55074678867235,9.546455252061197,9.252857413131528
9.552010405683372,9.64726467001928,9.552010405683372,9.547734593761806,9.216403784372755
9.54854646808146,9.688902652426941,9.54854646808146,9.544250556088368,9.261681042315399
9.55580143024433,9.602545685964088,9.55580143024433,9.551482411335003,9.154128300669726
9.546500639084282,9.585851897932079,9.546500639084282,9.542219020540196,9.119065360920874
9.543753128897524,9.599649292148955,9.543753128897524,9.539529287851549,9.209688726915132
9.562545252867066,9.620389376601128,9.562545252867066,9.558344421765856,9.271850517036718
9.547488582972722,9.575839545628796,9.547488582972722,9.543306597146783,9.161028216373666
9.542254239411893,9.513376379666264,9.542254239411893,9.538075821844446,9.14696510487011
9.538627882616236,9.553115054352643,9.538627882616236,9.53451783576872,9.267008506559087
9.536774571882475,9.556780129262846,9.536774571882475,9.532524011915248,9.127280105873714
9.538902201783767,9.645115780503783,9.538902201783767,9.534766230014487,9.218377135944658
