loss,val_loss,recon_loss,recon_loss_source,recon_loss_target
79.66387097259545,14.204275790959189,79.66387097259545,79.68076032746458,73.21436560117506
12.33643804631831,11.714716179730141,12.33643804631831,12.328793296026527,12.05020397445842
11.516420710706566,11.442730518236552,11.516420710706566,11.507397728228788,11.53493843384839
11.192827994670344,11.350241471643317,11.192827994670344,11.183911440204772,11.11305047321028
11.021561661991504,11.119437955830195,11.021561661991504,11.012895939182433,10.96571064214094
10.79472486907189,10.822131934231274,10.79472486907189,10.786805726701695,10.780331850780989
10.578409522316143,10.64874984793467,10.578409522316143,10.571245517205755,10.405811199719023
10.467211609586663,10.686994500356178,10.467211609586663,10.460168568730719,10.463859979530358
10.377648360867749,10.654177815946815,10.377648360867749,10.370807220447318,10.22079534559804
10.295622772397616,10.984459145428383,10.295622772397616,10.289064634101472,10.219203605199809
10.233054406781445,10.26072793464138,10.233054406781445,10.226810351788815,9.95858476504638
10.165400025312325,10.274223778345814,10.165400025312325,10.159345131766177,9.90634161689595
10.12194191716862,10.148345294064038,10.12194191716862,10.11622033133784,9.950895482976138
10.082573882665839,10.21598360636463,10.082573882665839,10.077091062469949,9.754599994840243
10.054173401736339,10.058595226235585,10.054173401736339,10.048398691579836,9.93288951255495
10.001519287762656,9.967208568363974,10.001519287762656,9.995765930286606,9.855515057887507
9.980929532911436,10.112269081481516,9.980929532911436,9.975184042519386,9.59904866553957
9.960409203071478,9.958276977277782,9.960409203071478,9.954857719783025,9.655725121133553
9.938830266305066,9.944727597171314,9.938830266305066,9.933303180455432,9.733957304502482
9.905462014930329,9.868344907891261,9.905462014930329,9.899941896444432,9.691776347087428
9.893296623813267,10.02224203005229,9.893296623813267,9.887717298046894,9.785854548853836
9.858856604369043,9.912811044144304,9.858856604369043,9.85328812263792,9.633967497297748
9.847003866773132,9.86031248798109,9.847003866773132,9.841463102113217,9.720327751716708
9.8404276436622,9.868951477416575,9.8404276436622,9.834813220785298,9.597971892867248
9.813113854930306,9.913103796031377,9.813113854930306,9.807523414629316,9.761930503247346
9.80600301570484,12.891644784848983,9.80600301570484,9.800447647724676,9.42019683578328
9.823013965507531,9.805390952384634,9.823013965507531,9.817645492174574,9.633101754232284
9.794563070349737,9.755902133575857,9.794563070349737,9.789135814806738,9.488969213007422
9.769727055815018,9.76448966379035,9.769727055815018,9.764355414504305,9.58191455066751
9.769326594991421,9.768484220112839,9.769326594991421,9.763924307050326,9.389476553015752
9.752724334005187,9.799698215641387,9.752724334005187,9.747437061519797,9.379058046807572
