loss,val_loss,recon_loss,recon_loss_source,recon_loss_target
238.5843562048038,19.725647025638157,238.5843562048038,238.8435456542733,192.6461798345103
15.50319203637667,15.063819381925795,15.50319203637667,15.48744247796178,15.83980007112671
14.203545607223393,13.901724365022448,14.203545607223393,14.190732154079715,14.277385388865168
13.437031327296262,13.57206756538815,13.437031327296262,13.424337630294021,13.557671041355988
12.717121839154817,12.909718486997816,12.717121839154817,12.703261269299656,12.87776123058667
12.202150297680815,12.028513060675728,12.202150297680815,12.189648675402681,12.294368623028952
11.930168763563106,12.043529126379225,11.930168763563106,11.918366215512778,11.85311758020746
11.78602862173844,11.825421412785849,11.78602862173844,11.77462071207981,11.7808161651517
11.72189051585367,11.97322067949507,11.72189051585367,11.711141810350846,11.850693368101046
11.638851588807851,11.872845649719238,11.638851588807851,11.62836577018962,11.827643322244494
11.560132636906006,12.01777978738149,11.560132636906006,11.5496184881172,11.622163737207144
11.494774423389936,11.527332584063211,11.494774423389936,11.483727148548345,11.627544725880925
11.405959343062671,11.57380309369829,11.405959343062671,11.394744934954636,11.69830204198681
11.348394619442027,11.594411664538914,11.348394619442027,11.33751813337276,11.711285156297167
11.277635605294702,11.611313462257385,11.277635605294702,11.26683508594401,11.157818430173895
11.185939631100968,12.600571976767647,11.185939631100968,11.175510831004502,11.391776617011846
11.100830546855189,11.74296169810825,11.100830546855189,11.090505471738082,11.18163895496445
11.060553755605424,11.8016384045283,11.060553755605424,11.05025793190533,11.110617420957114
11.058577118922239,11.718530628416273,11.058577118922239,11.048504089461597,11.09056187560422
10.980872533052377,11.264378070831299,10.980872533052377,10.970842995267747,10.981982521517015
10.939700417024827,11.165537463294136,10.939700417024827,10.929709272369903,11.169806101591178
10.898334613723401,11.144538720448812,10.898334613723401,10.888300816095226,10.96266241972745
10.880432515092759,11.133416758643257,10.880432515092759,10.870465287469454,10.904981711916799
10.831665279323571,10.92935115761227,10.831665279323571,10.821670398093081,11.042476602462933
10.814219471844492,11.053192575772604,10.814219471844492,10.80447347455268,10.755134426276134
10.765221292121334,11.135575652122498,10.765221292121334,10.755446137748141,10.932970754514338
10.733570118038879,10.73731615808275,10.733570118038879,10.723899571567635,10.680861960975612
10.732194596869869,10.749594582451714,10.732194596869869,10.722510564824713,10.868064077044197
10.689676651814622,10.721352219581604,10.689676651814622,10.680027787799629,10.72638721554504
10.693135745005778,10.828691257370842,10.693135745005778,10.68350432423941,10.812888247152385
10.657672806906369,10.787658439742195,10.657672806906369,10.647979973641208,10.666235917871113
10.644827384300173,10.660831173261007,10.644827384300173,10.635176279813834,10.81031485355619
10.63628714383109,15.2669292555915,10.63628714383109,10.626539526619535,10.916810233220804
10.617413310031802,10.64930091963874,10.617413310031802,10.607714940444026,10.353264975216142
10.607886542861207,10.83827993604872,10.607886542861207,10.598274721797136,10.65103581146995
10.605753849978793,11.257053905063206,10.605753849978793,10.596134804868624,10.769241138440565
10.598850449233373,10.762057185173035,10.598850449233373,10.589282072677495,10.6216709366906
10.567750806970611,10.7971484263738,10.567750806970611,10.558214376293341,10.330795252710073
10.572895011724976,10.66160339779324,10.572895011724976,10.563505522066142,10.451945064609534
10.567272021191934,10.784603661961025,10.567272021191934,10.55781080402215,10.517635024128225
10.555882887272784,11.342909163898891,10.555882887272784,10.546416732222072,10.578924930814244
10.538215517813493,10.93966019153595,10.538215517813493,10.528888385483802,10.7446850610111
10.531720692075938,10.654947757720947,10.531720692075938,10.522372287060415,10.46974525716979
10.528218093942822,10.586212648285759,10.528218093942822,10.518940279988637,10.397158799621016
10.520450612676935,10.859811544418335,10.520450612676935,10.511137349159677,10.604305420629393
10.520317024572924,10.576602498690287,10.520317024572924,10.511194342623538,10.446545652480914
10.497438253906816,10.77011936240726,10.497438253906816,10.488153327930103,10.524909669501705
10.497313260663606,10.93968223200904,10.497313260663606,10.488169311924365,10.799230612411382
10.496291421480489,11.711600621541342,10.496291421480489,10.4870978020811,10.660454791332876
10.4847807184069,11.37472743458218,10.4847807184069,10.475739905049297,10.515833797189515
10.485109637288442,11.258832189771864,10.485109637288442,10.47610756197521,10.48119952542336
10.46540338878838,10.42274370458391,10.46540338878838,10.45646521407633,10.543774212714878
10.47444157843612,10.496766593721178,10.47444157843612,10.465417475751968,10.470760348406973
10.463134206981158,10.500731892055935,10.463134206981158,10.454228259680628,10.440513162745575
10.457980545079321,10.561509715186226,10.457980545079321,10.449243328855063,10.359254170790706
10.448075509697798,10.48082325193617,10.448075509697798,10.43934878389102,10.354811643338094
10.444678881437369,10.57985368039873,10.444678881437369,10.435911107837141,10.413993347557103
10.439870125359324,10.620990051163567,10.439870125359324,10.431167817742232,10.521098123635907
10.437509054747025,10.416195538308886,10.437509054747025,10.428659813481469,10.295574972397393
10.43156574903721,13.962666153907776,10.43156574903721,10.422870836449555,10.525610042318494
10.433392341943945,10.665435579088,10.433392341943945,10.424730065064232,10.529647499921701
10.422082220015607,10.55266175005171,10.422082220015607,10.413543114522142,10.326860147797527
10.415564924708843,10.555830717086792,10.415564924708843,10.407209912260312,10.398718651148046
10.412537797341207,10.47721603181627,10.412537797341207,10.403982796293137,10.423135778082209
10.402337022689984,10.488466872109306,10.402337022689984,10.394133939256625,10.368494313872395
10.408067953826102,10.98747616344028,10.408067953826102,10.399617376430694,10.195047462557714
10.393112925510318,10.526012672318352,10.393112925510318,10.38469742328343,10.239492069993174
10.391149233445134,11.115806526607937,10.391149233445134,10.382854890602266,10.33674288459318
10.395658182029193,10.699404266145494,10.395658182029193,10.38745050120759,10.417302410237756
10.386251694268015,11.108056293593513,10.386251694268015,10.378215801586876,10.283996269544456
10.376130298632189,10.478284027841356,10.376130298632189,10.367969023573343,10.27177967649339
10.376326981062498,10.559218260977003,10.376326981062498,10.368286533738951,10.30272677655935
10.37551472765585,10.395238598187765,10.37551472765585,10.367404308348572,10.348287850664425
10.367624710295264,10.386720154020521,10.367624710295264,10.359693569967515,10.216563944101702
10.360638507919665,10.74887404176924,10.360638507919665,10.352721687446605,10.304554026867544
10.360759085075932,10.734101123279995,10.360759085075932,10.3528907236397,10.341495441690295
10.357080466964698,10.48686072561476,10.357080466964698,10.349124945297124,10.393892733354289
10.351373886214526,10.448959827423096,10.351373886214526,10.343428602911406,10.311352766647222
10.351479343137196,10.416081137127346,10.351479343137196,10.343758251420129,10.301600258722555
10.348609368620552,10.412167761060926,10.348609368620552,10.340943137497584,10.219566721083392
10.347946407253259,10.768361488978067,10.347946407253259,10.340030785137571,10.148417928303596
10.342163012237785,10.532240827878317,10.342163012237785,10.334449261012365,10.08990567323782
10.339213875382908,10.713906248410543,10.339213875382908,10.331451264194211,10.228101684652856
10.337368443354942,10.546830323007372,10.337368443354942,10.329559665190565,10.263699112203795
10.335351120006909,12.076786677042643,10.335351120006909,10.327680624618413,10.375128666437023
10.328908769940666,10.486140304141575,10.328908769940666,10.321181174960719,10.412667107913741
10.332965647418863,12.216073062684801,10.332965647418863,10.325239880191855,10.140550358402304
10.323533783371703,10.574695044093662,10.323533783371703,10.315827674806762,10.34577006055546
10.324368945597865,10.780407336023119,10.324368945597865,10.316834533785741,10.053334830901722
10.321030069908366,10.45858367284139,10.321030069908366,10.313461081137797,10.353004455566406
10.317885236725372,10.30466694302029,10.317885236725372,10.310241881994044,10.198789953264239
10.317709779813079,10.57346683078342,10.317709779813079,10.31011928988756,10.220194731097685
10.311031322390809,10.440655085775587,10.311031322390809,10.303566157357217,10.204197503315426
10.302686083998525,10.41773607995775,10.302686083998525,10.295123499733219,10.29003312082895
10.302088077138343,10.466527475251091,10.302088077138343,10.294611824719578,10.277162209913204
10.301522194510081,10.325688732994927,10.301522194510081,10.293720543108178,10.310569811825406
10.301100549594697,10.632456766234505,10.301100549594697,10.293511330252269,10.268870960984385
10.308289000203105,10.380619340472752,10.308289000203105,10.300736172306113,10.318986754144731
10.299236349197223,10.40453851222992,10.299236349197223,10.29168569396784,9.971597107705966
10.296361904055848,10.340394099553427,10.296361904055848,10.288917317456772,10.376174415281788
